X,y,y_stddev
-1.5,-0.16426863586689427,0.5059463463466447
-1.4696969696969697,-0.20628271279228805,0.5046925565691893
-1.4393939393939394,-0.2501963489251109,0.5037144444427684
-1.4090909090909092,-0.2957305307394186,0.5029702386406785
-1.378787878787879,-0.3425766187244502,0.5024206418776475
-1.3484848484848484,-0.3903998823188636,0.5020294427680719
-1.3181818181818181,-0.43884354491606187,0.501763946445673
-1.2878787878787878,-0.4875332580362445,0.5015952434292441
-1.2575757575757576,-0.5360819126492302,0.5014983369278474
-1.2272727272727273,-0.5840946871401224,0.5014521473156947
-1.196969696969697,-0.6311742258177363,0.5014394100767368
-1.1666666666666665,-0.6769258393496629,0.5014464811714637
-1.1363636363636362,-0.7209626191330369,0.5014630622734474
-1.106060606060606,-0.7629103613284057,0.5014818580603874
-1.0757575757575757,-0.8024122029365863,0.5014981787543119
-1.0454545454545454,-0.8391328816226733,0.5015095030927548
-1.0151515151515151,-0.8727625426329226,0.5015150193407493
-0.9848484848484849,-0.9030200296781052,0.5015151641563045
-0.9545454545454546,-0.9296556115816925,0.5015111804275294
-0.9242424242424242,-0.9524531122858195,0.5015047150482871
-0.8939393939393939,-0.9712314279291515,0.5014974756428584
-0.8636363636363636,-0.9858454306211031,0.5014909614157409
-0.8333333333333333,-0.9961862737258125,0.5014862778137867
-0.803030303030303,-1.0021811274724246,0.5014840380376893
-0.7727272727272727,-1.0037923861241829,0.5014843473224107
-0.7424242424242424,-1.0010163984425837,0.5014868591154823
-0.7121212121212122,-0.9938817815356322,0.5014908865964747
-0.6818181818181818,-0.982447384234135,0.5014955490516013
-0.6515151515151515,-0.9667999698434196,0.5014999308792334
-0.6212121212121212,-0.9470516895069778,0.5015032316187585
-0.5909090909090908,-0.923337416614682,0.5015048882452465
-0.5606060606060606,-0.8958120098871032,0.5015046556743838
-0.5303030303030303,-0.8646475682265956,0.5015026373923906
-0.5,-0.8300307344496392,0.5014992646569518
-0.4696969696969697,-0.7921600979389642,0.5014952290652707
-0.43939393939393945,-0.7512437384280632,0.5014913787630263
-0.40909090909090917,-0.7074969449029491,0.5014885926080742
-0.3787878787878787,-0.661140135307418,0.501487648822451
-0.3484848484848484,-0.6123969946691514,0.5014891048986118
-0.3181818181818181,-0.5614928416834133,0.5014932038279957
-0.28787878787878785,-0.5086532269073476,0.5014998183565686
-0.25757575757575757,-0.4541027596835284,0.5015084403765478
-0.2272727272727273,-0.3980641558209171,0.5015182172831965
-0.19696969696969702,-0.3407574939516127,0.5015280317560867
-0.16666666666666652,-0.28239966533577365,0.5015366165433177
-0.13636363636363624,-0.22320399964017035,0.5015426919348017
-0.10606060606060597,-0.16338004776407322,0.5015451110825262
-0.07575757575757569,-0.1031335019965072,0.5015429973835572
-0.045454545454545414,-0.04266623351007037,0.5015358588428517
-0.015151515151515138,0.01782357272910538,0.5015236665765002
0.015151515151515138,0.07814120528091881,0.5015068881612973
0.045454545454545414,0.13809515508825443,0.5014864710321025
0.07575757575757569,0.19749680489101867,0.5014637761453021
0.10606060606060619,0.256160098059026,0.5014404671939519
0.13636363636363646,0.3139012057212438,0.5014183653012555
0.16666666666666674,0.37053821126186715,0.5013992828874987
0.19696969696969702,0.4258908315874529,0.5013848529204779
0.2272727272727273,0.4797801949701903,0.501376370738753
0.25757575757575757,0.5320286956341969,0.5013746649273326
0.28787878787878785,0.5824599454433802,0.5013800113245146
0.31818181818181834,0.6308988429237821,0.5013921003076742
0.3484848484848486,0.6771717792577494,0.5014100623663227
0.3787878787878789,0.7211069996748376,0.5014325510852227
0.40909090909090917,0.7625351367051363,0.5014578765953578
0.43939393939393945,0.8012899289529837,0.5014841769254935
0.4696969696969697,0.8372091353288393,0.5015096101129537
0.5,0.870135650026671,0.501532546947232
0.5303030303030303,0.8999188179878608,0.5015517432290935
0.5606060606060606,0.9264159442401598,0.5015664716525571
0.5909090909090908,0.949493983487375,0.5015765968619591
0.6212121212121211,0.9690313888514366,0.5015825826737871
0.6515151515151514,0.984920090980139,0.5015854274314768
0.6818181818181817,0.9970675711172605,0.5015865313354385
0.7121212121212124,1.0053989845009366,0.5015875075740841
0.7424242424242427,1.0098592839398084,0.5015899563217827
0.7727272727272729,1.0104152879429293,0.5015952263370675
0.8030303030303032,1.0070576336610801,0.5016041922816109
0.8333333333333335,0.9998025524142986,0.5016170764973752
0.8636363636363638,0.9886934049662628,0.5016333416312361
0.893939393939394,0.9738019151326951,0.5016516753298016
0.9242424242424243,0.955229043877807,0.5016700807317068
0.9545454545454546,0.9331054517781311,0.5016860774446271
0.9848484848484849,0.9075915055486818,0.5016970080935593
1.0151515151515151,0.8788767940759048,0.5017004364197615
1.0454545454545454,0.847179130843596,0.5016946152767975
1.0757575757575757,0.8127430324513073,0.5016789974840041
1.106060606060606,0.7758376767207122,0.5016547598191913
1.1363636363636362,0.7367543582205309,0.5016253105535283
1.166666666666667,0.6958034734337799,0.5015967535727129
1.1969696969696972,0.6533110817425376,0.5015782866875574
1.2272727272727275,0.6096151014169757,0.5015825173824796
1.2575757575757578,0.5650612113913833,0.5016256850435359
1.287878787878788,0.5199985393570277,0.5017277837404853
1.3181818181818183,0.47477522422788415,0.5019125831680272
1.3484848484848486,0.4297339460456743,0.50220754692369
1.378787878787879,0.3852075186806885,0.5026436468323197
1.4090909090909092,0.3415146401493343,0.5032550698578813
1.4393939393939394,0.29895589200717465,0.5040788110198415
1.4696969696969697,0.2578100731908871,0.5051541427367213
1.5,0.2183309450777523,0.5065219494317194
